[Header]
Application Name	LabSolutions
Version	5.82 SP1
Data File Name	/somewhere/130617_MEC_F_061_C_32286_001_0_002_002_T.lcd
Output Date	2016/12/28
Output Time	10:25:10

[MS Spectrum]
# of Peaks	390
Raw Spectrum	[1.908->3.483],(scan:[230->419])
Background	No Background Spectrum
Base Peak	m/z 798.55 (Inten : 389,051)
m/z	Absolute Intensity	Relative Intensity
35.6982	15912	1.0877
35.7982	16614	1.1356
35.8982	16848	1.1516
35.9982	16484	1.1268
36.0982	15600	1.0663
36.1982	14612	0.9988
36.2982	13962	0.9544
36.3982	13754	0.9401
36.4982	13910	0.9508
36.5982	14170	0.9686
36.6982	14456	0.9881
36.7982	14586	0.9970
36.8982	14560	0.9952
36.9982	14378	0.9828
37.0982	14092	0.9632
37.1982	13728	0.9384
37.2982	13390	0.9153
37.3982	13364	0.9135
37.4982	13832	0.9455
37.5982	14716	1.0059
37.6982	15600	1.0663
37.7982	16146	1.1036
37.8982	16094	1.1001
37.9982	15522	1.0610
38.0982	14612	0.9988
38.1982	13780	0.9419
38.2982	13286	0.9082
38.3982	13104	0.8957
38.4982	13208	0.9028
38.5982	13910	0.9508
38.6982	15990	1.0930
38.7982	20332	1.3898
38.8982	27586	1.8856
38.9982	37674	2.5752
39.0982	49036	3.3518
39.1982	58552	4.0023
39.2982	62868	4.2973
39.3982	60294	4.1213
39.4982	51818	3.5420
39.5982	40248	2.7511
39.6982	28886	1.9745
39.7982	20384	1.3933
39.8982	15678	1.0717
39.9982	13962	0.9544
40.0982	13546	0.9259
40.1982	13286	0.9082
40.2982	13026	0.8904
40.3982	12896	0.8815
40.4982	12870	0.8797
40.5982	12922	0.8833
40.6982	13182	0.9010
40.7982	13858	0.9473
40.8982	15080	1.0308
40.9982	16848	1.1516
41.0982	18798	1.2849
41.1982	20436	1.3969
41.2982	21112	1.4431
41.3982	20592	1.4075
41.4982	19032	1.3009
41.5982	16926	1.1570
41.6982	14924	1.0201
41.7982	13624	0.9313
41.8982	13104	0.8957
41.9982	13078	0.8939
42.0982	13208	0.9028
42.1982	13260	0.9064
42.2982	13260	0.9064
42.3982	13234	0.9046
42.4982	13312	0.9099
42.5982	13494	0.9224
42.6982	13624	0.9313
42.7982	13650	0.9330
42.8982	13572	0.9277
42.9982	13520	0.9241
43.0982	13494	0.9224
43.1982	13494	0.9224
43.2982	13520	0.9241
43.3982	13468	0.9206
43.4982	13338	0.9117
43.5982	13130	0.8975
43.6982	12974	0.8868
43.7982	13000	0.8886
43.8982	13338	0.9117
43.9982	13936	0.9526
44.0982	14560	0.9952
44.1982	15002	1.0254
44.2982	15106	1.0326
44.3982	14872	1.0166
44.4982	14404	0.9846
44.5982	13858	0.9473
44.6982	13390	0.9153
44.7982	13104	0.8957
44.8982	12922	0.8833
44.9982	12844	0.8779
45.0982	12922	0.8833
45.1982	13156	0.8993
45.2982	13442	0.9188
45.3982	13624	0.9313
45.4982	13650	0.9330
45.5982	13520	0.9241
45.6982	13312	0.9099
45.7982	13182	0.9010
45.8982	13182	0.9010
45.9982	13234	0.9046
46.0982	13234	0.9046
46.1982	13156	0.8993
46.2982	13078	0.8939
46.3982	13156	0.8993
46.4982	13416	0.9170
46.5982	13780	0.9419
46.6982	14066	0.9615
46.7982	14196	0.9704
46.8982	14222	0.9721
46.9982	14170	0.9686
47.0982	14222	0.9721
47.1982	14508	0.9917
47.2982	14846	1.0148
47.3982	14976	1.0237
47.4982	14898	1.0183
47.5982	14742	1.0077
47.6982	14586	0.9970
47.7982	14560	0.9952
47.8982	14690	1.0041
47.9982	14768	1.0095
48.0982	14664	1.0023
48.1982	14430	0.9864
48.2982	14274	0.9757
48.3982	14352	0.9810
48.4982	14586	0.9970
48.5982	14794	1.0112
48.6982	14794	1.0112
48.7982	14508	0.9917
48.8982	14014	0.9579
48.9982	13572	0.9277
49.0982	13390	0.9153
49.1982	13494	0.9224
49.2982	13702	0.9366
49.3982	13884	0.9490
49.4982	13988	0.9561
49.5982	13988	0.9561
49.6982	13858	0.9473
49.7982	13676	0.9348
49.8982	13494	0.9224
49.9982	13260	0.9064
50.0982	13000	0.8886
50.1982	12844	0.8779
50.2982	12844	0.8779
50.3982	12922	0.8833
50.4982	13026	0.8904
50.5982	13052	0.8922
50.6982	13052	0.8922
50.7982	13000	0.8886
50.8982	12922	0.8833
50.9982	12870	0.8797
51.0982	12896	0.8815
51.1982	12974	0.8868
51.2982	13000	0.8886
51.3982	13000	0.8886
51.4982	13208	0.9028
51.5982	13676	0.9348
51.6982	14326	0.9792
51.7982	14924	1.0201
51.8982	15314	1.0468
51.9982	15340	1.0486
52.0982	14898	1.0183
52.1982	14144	0.9668
52.2982	13416	0.9170
52.3982	13052	0.8922
52.4982	13182	0.9010
52.5982	13624	0.9313
52.6982	14066	0.9615
52.7982	14300	0.9775
52.8982	14248	0.9739
52.9982	13858	0.9473
53.0982	13286	0.9082
53.1982	12844	0.8779
53.2982	12662	0.8655
53.3982	12766	0.8726
53.4982	13026	0.8904
53.5982	13338	0.9117
53.6982	13650	0.9330
53.7982	13806	0.9437
53.8982	13728	0.9384
53.9982	13520	0.9241
54.0982	13286	0.9082
54.1982	13208	0.9028
54.2982	13312	0.9099
54.3982	13546	0.9259
54.4982	13780	0.9419
54.5982	13962	0.9544
54.6982	13988	0.9561
54.7982	13910	0.9508
54.8982	13728	0.9384
54.9982	13572	0.9277
55.0982	13416	0.9170
55.1982	13312	0.9099
55.2982	13208	0.9028
55.3982	13182	0.9010
55.4982	13156	0.8993
55.5982	13104	0.8957
55.6982	13078	0.8939
55.7982	13130	0.8975
55.8982	13364	0.9135
55.9982	13624	0.9313
56.0982	13806	0.9437
56.1982	13806	0.9437
56.2982	13572	0.9277
56.3982	13234	0.9046
56.4982	13364	0.9135
56.5982	14976	1.0237
56.6982	19084	1.3045
56.7982	26494	1.8110
56.8982	37180	2.5414
56.9982	49504	3.3838
57.0982	59930	4.0965
57.1982	64714	4.4235
57.2982	61984	4.2369
57.3982	52676	3.6006
57.4982	39806	2.7209
57.5982	27248	1.8625
57.6982	18096	1.2369
57.7982	13442	0.9188
57.8982	12298	0.8406
57.9982	12714	0.8691
58.0982	13442	0.9188
58.1982	14040	0.9597
58.2982	14430	0.9864
58.3982	14586	0.9970
58.4982	14638	1.0006
58.5982	14872	1.0166
58.6982	15756	1.0770
58.7982	17602	1.2032
58.8982	20306	1.3880
58.9982	23374	1.5977
59.0982	25974	1.7754
59.1982	27326	1.8678
59.2982	26962	1.8430
59.3982	25038	1.7115
59.4982	22256	1.5213
59.5982	19448	1.3294
59.6982	17160	1.1730
59.7982	15730	1.0752
59.8982	15132	1.0343
59.9982	15132	1.0343
60.0982	15340	1.0486
60.1982	15418	1.0539
60.2982	15314	1.0468
60.3982	15054	1.0290
60.4982	14742	1.0077
60.5982	14404	0.9846
60.6982	14066	0.9615
60.7982	13858	0.9473
60.8982	13806	0.9437
60.9982	13858	0.9473
61.0982	13962	0.9544
61.1982	13988	0.9561
61.2982	13936	0.9526
61.3982	13754	0.9401
61.4982	13442	0.9188
61.5982	13234	0.9046
61.6982	13364	0.9135
61.7982	14014	0.9579
61.8982	15236	1.0414
61.9982	16796	1.1481
62.0982	18304	1.2512
62.1982	19240	1.3151
62.2982	19292	1.3187
62.3982	18460	1.2618
62.4982	17030	1.1641
62.5982	15444	1.0557
62.6982	14144	0.9668
62.7982	13338	0.9117
62.8982	13026	0.8904
